#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ca_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
ca_asoiaf_slavepit_2;Small Slave Camp;Petit camp d'esclaves;;;Pequeño Campo de Esclavos;;;;;;;;;x
ca_asoiaf_slavepit_3;Average Slave Camp;Camp d'esclaves;;;Mediano Campo de Esclavos;;;;;;;;;x
ca_asoiaf_slavepit_4;Large Slave Camp;Grand camp d'esclaves;;;Gran Campo de Esclavos;;;;;;;;;x
ca_asoiaf_slavepit_5;Huge Slave Camp;Immense camp d'esclaves;;;Enorme Campo de Esclavos;;;;;;;;;x
ct_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
ct_asoiaf_slavepit_2;Small Slave Camp;Petit camp d'esclaves;;;Pequeño Campo de Esclavos;;;;;;;;;x
ct_asoiaf_slavepit_3;Average Slave Camp;Camp d'esclaves;;;Mediano Campo de Esclavos;;;;;;;;;x
ct_asoiaf_slavepit_4;Large Slave Camp;Grand camp d'esclaves;;;Gran Campo de Esclavos;;;;;;;;;x
ct_asoiaf_slavepit_5;Huge Slave Camp;Immense camp d'esclaves;;;Enorme Campo de Esclavos;;;;;;;;;x
tp_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
tp_asoiaf_slavepit_2;Small Slave Camp;Petit camp d'esclaves;;;Pequeño Campo de Esclavos;;;;;;;;;x
tp_asoiaf_slavepit_3;Average Slave Camp;Camp d'esclaves;;;Mediano Campo de Esclavos;;;;;;;;;x
tp_asoiaf_slavepit_4;Large Slave Camp;Grand camp d'esclaves;;;Gran Campo de Esclavos;;;;;;;;;x
tp_asoiaf_slavepit_5;Huge Slave Camp;Immense camp d'esclaves;;;Enorme Campo de Esclavos;;;;;;;;;x
fp_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
fp_asoiaf_slavepit_2;Small Slave Camp;Petit camp d'esclaves;;;Pequeño Campo de Esclavos;;;;;;;;;x
fp_asoiaf_slavepit_3;Average Slave Camp;Camp d'esclaves;;;Mediano Campo de Esclavos;;;;;;;;;x
fp_asoiaf_slavepit_4;Large Slave Camp;Grand camp d'esclaves;;;Gran Campo de Esclavos;;;;;;;;;x
fp_asoiaf_slavepit_5;Huge Slave Camp;Immense camp d'esclaves;;;Enorme Campo de Esclavos;;;;;;;;;x
no_asoiaf_slavepit_1;Tiny Slave Camp;Très petit camp d'esclaves;;;Minúsculo Campo de Esclavos;;;;;;;;;x
no_asoiaf_slavepit_2;Small Slave Camp;Petit camp d'esclaves;;;Pequeño Campo de Esclavos;;;;;;;;;x
no_asoiaf_slavepit_3;Average Slave Camp;Camp d'esclaves;;;Mediano Campo de Esclavos;;;;;;;;;x
no_asoiaf_slavepit_4;Large Slave Camp;Grand camp d'esclaves;;;Gran Campo de Esclavos;;;;;;;;;x
no_asoiaf_slavepit_5;Huge Slave Camp;Immense camp d'esclaves;;;Enorme Campo de Esclavos;;;;;;;;;x
slave_modifier_1;Marginal Slave Labor;Travail servile marginal;;;Trabajo esclavo marginal;;;;;;;;;x
slave_modifier_1_desc;There are only a handful of slaves in this province, but enough to supplement the efforts of free laborers.;Il y a seulement une poignée d'esclaves dans cette province, mais assez pour compléter les efforts des travailleurs libres.;;;Sólo hay un puñado de esclavos en esta provincia, suficiente para complementar los esfuerzos de los trabajadores libres.;;;;;;;;;x
slave_modifier_2;Limited Slave Labor;Travail servile limité;;;Trabajo esclavo limitado;;;;;;;;;x
slave_modifier_2_desc;While still vastly outnumbered by free workers, slaves still provide a noticeable portion of this province's labor force.;Bien que que leur nombre soit largement inférieur à celui des travailleurs libres, les esclaves fournissent une portion notable de la force de travail de cette province. ;;;Aunque su número es mucho menor que el de los trabajadores libres, los esclavos proporcionan una parte importante de la fuerza laboral en la provincia.;;;;;;;;;x
slave_modifier_3;Moderate Slave Labor;Travail servile modéré;;;Trabajo esclavo moderado;;;;;;;;;x
slave_modifier_3_desc;This province has many slave camps, which provide a large enough labor force to form a viable alternative to free servants.;Cette province a de nombreux camps d'esclaves, qui fournissent une part importante de la force de travail, offrant une alternative viable aux travailleurs libres.;;;Esta provincia tiene varios campos de esclavos, que proporcionan una parte significativa de la fuerza de trabajo, ofreciendo una alternativa viable a los trabajadores libres.;;;;;;;;;x
slave_modifier_4;Extensive Slave Labor;Travail servile important;;;Trabajo esclavo extensivo;;;;;;;;;x
slave_modifier_4_desc;This province has a vast number of slave camps, and the majority of labor is preformed by slaves.;Cette province a un très grand nombre de camps d'esclaves, et la majorité du travail est l'œuvre des esclaves.;;;Esta provincia tiene muchos campos de esclavos, y la mayor parte del trabajo es obra de esclavos.;;;;;;;;;x
slave_modifier_5;Slave Economy;Ecomonie esclavagiste;;;Economía esclavista;;;;;;;;;x
slave_modifier_5_desc;Tens of thousands of slaves dwell in this province, and provide the bedrock of its economy. Nearly all important labor is preformed by slaves.;Des dizaines de milliers d'esclaves vivent dans cette province, ils représentent la base de son économie. Tous les travaux importants sont effectués par des esclaves. ;;;Decenas de miles de esclavos viven en esta provincia, y son la base de su economía. Todo el trabajo importante es obra de esclavos.;;;;;;;;;x
CB_NAME_SLAVE_RAID;Slave Raid;Razzia esclavagiste sur [Title.GetName];;;Incursión esclavista en [Title.GetName];;;;;;;;;x
WAR_NAME_SLAVE_RAID;$ORDER$$FIRST_ADJ$ Slave Raid on $SECOND$;$ORDER$$FIRST_ADJ$ razzia esclavagiste sur $OTHERTITLE$;;;$ORDER$$FIRST_ADJ$ incursión esclavista en $OTHERTITLE$;;;;;;;;;x
slave_raid;Slave Raid;Razzia esclavagiste;;;Incursión esclavista;;;;;;;;;x
slave_raid_desc;Launch a raid on the lands of §Y$TARGET$§!, sacking their cities and taking their people as slaves.;Lancer un raid sur la province de [Title.GetName], pour saccager ses cités et asservir ses habitants. ;;;Lanzar una incursión esclavista en la provincia de [Title.GetName], para saquear sus ciudades y esclavizar a sus habitantes.;;;;;;;;;x
CB_NAME_SLAVE_REVOLT;Slave Revolt in [Title.GetBaseName];Révolte d'esclaves à [Title.GetBaseName];;;Revuelta de esclavos en [Title.GetBaseName];;;;;;;;;x
WAR_NAME_SLAVE_REVOLT;$ORDER$[Title.GetAdjective] Slave Revolt;$ORDER$ révolte d'esclaves [Title.GetAdjective].;;;$ORDER$ revuelta de esclavos [Title.GetAdjective].;;;;;;;;;x
slave_revolt;Slave Revolt;Révolte d'esclaves;;;Revuelta de esclavos;;;;;;;;;x
slave_revolt_desc;Break your chains and rise up against the cruel rulers of [Title.GetName].;Brisez vos chaînes et révoltez-vous contre les cruels dirigeants de [Title.GetName].;;;Rompes tus cadenas y te rebelas contra los crueles dirigentes de [Title.GetName].;;;;;;;;;x
SLAVE_REVOLT;[Root.Kingdom.GetAdjective] Slave Revolt;Révolte d'esclaves;;;Revuelta de esclavos [Root.Kingdom.GetAdjective];;;;;;;;;x
CB_NAME_EMANCIPATION;Emancipation of [Title.GetBaseName];Emancipation de [Title.GetBaseName];;;Emancipación de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_EMANCIPATION;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ War of Emancipation;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre d'Emancipation;;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de Emancipación;;;;;;;;;x
war_of_emancipation;War of Emancipation;Guerre d'émancipation;;;Guerra de Emancipación;;;;;;;;;x
war_of_emancipation_desc;The people of §Y$TITLE$§! practice the despicable custom of slavery. We must set their slaves free!;Les habitants de [Title.GetBaseName] continuent de pratiquer l'esclavage, cette abomination ! Nous devons libérer leurs esclaves ! ;;;Los habitantes de §Y$TITLE$§! practican la costumbre despreciable de la esclavitud! Hay que liberar a los esclavos!;;;;;;;;;x
CB_NAME_LIBERATION;Liberation of [Title.GetBaseName];Libération de [Title.GetBaseName];;;Liberación de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_LIBERATION;$CLAIMANT$'s$ORDER$ Liberation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre de Libération;;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de Liberación;;;;;;;;;x
war_of_liberation;War of Liberation;Guerre de libération;;;Guerra de Liberación;;;;;;;;;x
war_of_liberation_desc;The people of §Y$TITLE$§! practice the despicable custom of slavery. We must conquer their lands and free every slave at the sword.;Les habitants de [Title.GetBaseName] continuent de pratiquer l'esclavage, cette abomination ! Nous devons conquérir leurs terres et libérer leurs esclaves ! ;;;Los habitantes de §Y$TITLE$§! practican la costumbre despreciable de la esclavitud! Debemos conquistar sus tierras y liberar a los esclavos!;;;;;;;;;x
CB_NAME_ENSLAVEMENT;Enslavement of [Title.GetBaseName];Emancipation de [Title.GetBaseName];;;Esclavización de [Title.GetBaseName];;;;;;;;;x
WAR_NAME_ENSLAVEMENT;$ORDER$$FIRST_ADJ$ War to Enslave $OTHER_TITLE$;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerre d'Emancipation;;;$ORDER$$FIRST_ADJ$-$SECOND_ADJ$ Guerra de Esclavización;;;;;;;;;x
war_of_enslavement;War of Enslavement;Guerre d'émancipation;;;Guerra de Esclavización;;;;;;;;;x
war_of_enslavement_desc;§Y$TITLE$§!'s recent defeat and forced abolition of slavery isa threat to our way of life and economy. We must invade and reestablish slavery!;Les habitants de [Title.GetBaseName] continuent de pratiquer l'esclavage, cette abomination ! Nous devons libérer leurs esclaves ! ;;;La abolición de la esclavitud en el §Y$TITLE$§! es una amenaza para nuestra economía y modo de vida. Debemos invadirlo y reestrablecer la esclavitud.;;;;;;;;;x
ADVENTURE_LIBERATOR;[Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal]'s Liberation Army;Armée de libération de [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;Ejército de Liberación de [Root.GetTitledFirstNameWithDynastyAndTitleNoRegnal];;;;;;;;;x
TOOLTIPPOW;[Root.GetFirstName] is a prisoner of war.;[Root.GetFirstName] est un prisonnier de guerre.;;;[Root.GetFirstName] es un prisionero de guerra.;;;;;;;;;x
LOSESLAVEFROM;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] will no longer be your slave.\n;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ne sera plus votre esclave.\n;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] no será más tu esclavo.\n;;;;;;;;;x
EVTTOOLTIPPUTUPFORSALE;will be put up for sale\n;sera mis en vente\n;;;será puesto a la venta\n;;;;;;;;;x
title_slave;Slave;Esclave;;;Esclavo;;;;;;;;;x
opinion_my_owner;My Master;Mon maître;;;Mi amo;;;;;;;;;x
opinion_my_slave;My Slave;Mon esclave;;;Mi esclavo;;;;;;;;;x
opinion_enslaved_me;Enslaved Me;M'a asservi;;;Me esclavizó;;;;;;;;;x
opinion_beat_slaves_intimidation;Afraid of Punishment;A peur d'une punition;;;Miedo de ser castigado;;;;;;;;;x
opinion_beat_slaves_resentment;Resents Cruelty;Ressentiments contre cruauté;;;Resentido por crueldad;;;;;;;;;x
slave;Enslaved;Esclave;;;Esclavo;;;;;;;;;x
slave_desc;This character is a slave, human property, wholely owned by their master.;Ce personnage est un(e) esclave, une propriété, appartenant totalement à son maître. ;;;Este personaje es un esclavo, una propiedad que pertenece totalmente a su amo.;;;;;;;;;x
former_slave;Former Slave;Ancien(ne) esclave;;;Antiguo Esclavo;;;;;;;;;x
former_slave_desc;This character was once a slave, but, by either force of arms or their master's mercy, has now been set free.;Ce personnage a un jour été un esclave, mais il(elle) a été affranchi(e), par son maître ou par la force des armes.;;;Este personaje fue un esclavo, pero fue puesto en libertad por su amo o la fuerza de las armas.;;;;;;;;;x
slave_owner;Slave Owner;Propriétaire d'esclave;;;Propietario de esclavo;;;;;;;;;x
slave_owner_desc;This character owns a slave.;Ce personnage possède un esclave.;;;Este personaje posee un esclavo;;;;;;;;;x
slave_trader;Slave Trader;Marchand d'esclaves;;;Mercader de esclavos;;;;;;;;;x
slave_trader_desc;This character not only owns a slave, but buys and sells them, profitting off of human merchandise.;Ce personnage ne fait pas que posséder des esclaves, il en achète et en vend, tirant ainsi profit du trafic humain.;;;Este personaje no sólo posee esclavos, los compra y los vende, sacando provecho de la trata de personas.;;;;;;;;;x
liberator;Liberator;Libérateur;;;Liberador;;;;;;;;;x
liberator_desc;This character is a fanatical opponent of the practice of slavery, seeking to eliminate it from the world by any means necessary.;Ce personnage est un opposant fanatique à l'esclavage et cherche à le faire disparaître de la surface du globe par tous les moyens possibles.;;;Este personaje es un oponente fanático de la esclavitud y trata de hacerla desaparecer por todos los medios posibles.;;;;;;;;;x
plot_escape_slavery;Escape Slavery;Echapper à l'esclavage;;;Escapar de la esclavitud;;;;;;;;;x
plot_escape_slavery_title;Escape Slavery;Echapper à l'esclavage;;;Escapar de la esclavitud;;;;;;;;;x
plot_escape_slavery_desc;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] has formed a plot to attempt to escape [From.GetHerHis] shackles and become a free [From.GetManWoman].;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] a formenté un complot dans le but d'échapper à ses chaînes et à redevenir un(e) [From.GetManWoman] libre.;;;[From.GetTitledFirstNameWithDynastyAndTitleNoRegnal] ha fomentado un complot para intentar escapar de sus cadenas y convertirse en una persona libre.;;;;;;;;;x
slavery;Slavery;Esclavage;;;Esclavitud;;;;;;;;;x
slavery_desc;The practice of slavery can take many forms, and is widespread throughout the world, though it is forbidden by the religions of Westeros.;L'esclavage peut prendre bien des formes, et sa pratique est attestée dans bien des contrées du monde bien qu'il soit interdit par les religions de Westeros. ;;;La práctica de la esclavitud puede tomar muchas formas, y está muy extendida en todo el mundo, a pesar de que está prohibida por las religiones de Poniente.;;;;;;;;;x
slavery_0;Slavery Abolished;Eslavage aboli;;;Esclavitud abolida;;;;;;;;;x
slavery_0_option;Illegal;Illégal;;;Ilegal;;;;;;;;;x
slavery_0_desc;Slavery is strictly illegal in all its forms, and this law is actively enforced.;L'esclavage est strictement interdit, quelle que soit sa forme. Cette loi est appliquée et respectée.;;;La esclavitud está estrictamente prohibida, sea cual sea su forma. ;;;;;;;;;x
slavery_1;Indentured Servitude;Servitude déguisée;;;Servidumbre por contrato;;;;;;;;;x
slavery_1_option;De Facto;De facto;;;De facto;;;;;;;;;x
slavery_1_desc;Slavery is technically illegal, but some 'indentured servants' are slaves in all but name.;L'esclavage est techniquement illégal, mais certains « serviteurs » sont de véritables esclaves, même s'ils n'en n'ont pas le nom.;;;La esclavitud es técnicamente ilegal, pero algunos 'siervos' son esclavos en todo menos en el nombre.;;;;;;;;;x
slavery_2;Chattel Slavery;Esclavage;;;Esclavitud;;;;;;;;;x
slavery_2_option;Legal;Legal;;;Legal;;;;;;;;;x
slavery_2_desc;Slavery is fully legal, and slaves are bought and purchased openly in great markets.;L'esclavage est complètement légal, les esclaves sont achetés et vendus dans de grands marchés que l'on ne cherche pas à dissimuler.;;;La esclavitud es totalmente legal, y los esclavos se compran y venden abiertamente en grandes mercados.;;;;;;;;;x
slavery_3;Thralldom;Servage;;;Servidumbre;;;;;;;;;x
slavery_3_option;Thralls;Serf;;;Siervos;;;;;;;;;x
slavery_3_desc;Prisoners of war may be taken as slaves, but they may not be traded or purchased, and their children are born free.;Les prisonniers de guerre peuvent être asservis, mais ils ne peuvent pas être vendus ou achetés et leurs enfants naissent libres.;;;Los prisioneros de guerra pueden ser esclavizados, pero no pueden ser vendidos o comprados y sus hijos nacen libres.;;;;;;;;;x
treaty_breach;Broken Peace Treaties;Traités de paix brisés;;;Tratados de paz rotos;;;;;;;;;x
treaty_breach_desc;This nation has broken one or more peace treaties, and is vulnerable to special casus belli.;Cette nation a brisé un ou plusieurs traités de paix et est vulnérable à un casus belli spécial.;;;Esta nación ha roto uno o varios tratados de paz y es vulnerable a un casus belli especial.;;;;;;;;;x
treaty_breach_0;Broke Anti-Slavery Treaty;Briser le traité anti-esclavagiste;;;Romper el tratado anti-esclavitud;;;;;;;;;x
treaty_breach_0_option;Anti-Slavery;Anti-esclavagiste;;;Anti-esclavitud;;;;;;;;;x
treaty_breach_0_desc;[This.GetName] has broken the terms of a peace treaty by illegally instituting the practice of chattel slavery. This makes it a legitimate target for the War of Liberation casus belli. This violation will expire if a War of Liberation is successfully defeated.;[This.GetName] a brisé les termes d'un traité de paix en instituant illégalement la pratique de l'esclavage. Cela en fait une cible légitime pour une guerre de libération. Ce casus belli expirera si une guerre de libération venait à être défaite. ;;;[This.GetName] ha roto los términos de un tratado de paz en el que se establece que práctica de la esclavitud es ilegal. Esto hace que sea un blanco legítimo para una guerra de liberación. El casus belli caduca si una guerra de liberación es derrotada.;;;;;;;;;x
treaty_breach_1;Forced to Abolish Slavery;Forcé à abolir l'esclavage;;;Forzado a abolir la esclavitud;;;;;;;;;x
treaty_breach_1_option;Liberated;Libéré;;;Liberado;;;;;;;;;x
treaty_breach_1_desc;[This.GetName] has recently been liberated by another country, being forced to abolish slavery. This makes it a legitimate target for the War of Enslavement casus belli. This violation will expire if a War of Enslavement is successfully defeated.;[This.GetName] a récemment été libéré par un autre pays qui l'a forcé à abolir l'esclavage. Cela en fait une cible légitime pour une guerre d'asservissement. Cette violation expirera si une guerre d'asservissement échoue.;;;[This.GetName] ha sido liberado recientemente por otro país que lo ha forzado a abolir la esclavitud.  Esto hace que sea un blanco legítimo para una guerra de esclavización. El casus belli caduca si una guerra de esclavización es derrotada.;;;;;;;;;x
enter_slave_trade;Enter the Slave Trade;Se lancer dans le commerce d'esclaves;;;Introducirse en la trata de esclavos;;;;;;;;;x
enter_slave_trade_desc;At present, your family deals only in traditional goods, but there is good money in the slave trade. Perhaps your ships could be put to good use in that market.;Pour l'instant, votre famille ne s'occupe que du commerce des biens et marchandises, mais il y a beaucoup d'argent à se faire dans le commerce des esclaves;;;Por ahora, tu familia se ocupa únicamente del comercio de bienes y mercancías, pero hay mucho dinero por hacer en el comercio de esclavos.;;;;;;;;;x
leave_slave_trade;Leave the Slave Trade;Ne plus s'adonner au commerce d'esclaves;;;Abandonar la trata de esclavos;;;;;;;;;x
leave_slave_trade_desc;Your ships ply the waters, laden with human cargo, and the fortune it brings is considerable, but can such a thing be right? It does not truly sit easy with you.;Vos bateaux sillonnent les eaux, chargés de cargaisons humaines, et la fortune qu'ils vous rapportent est considérable, mais est-ce un commerce moralement aceptable ? Vous avez du mal à y croire. ;;;Tus barcos surcan los mares, cargados de esclavos, y la fortuna que reporta es considerable, pero ¿es moralmente aceptable este tipo de comercio? Crees que no.;;;;;;;;;x
