#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#The society name
orphic_society;The Orphic Society;;;;;;;;;;;;;x
#The society description
orphic_society_desc;Write description here.;;;;;;;;;;;;;x
#Leader description
orphic_society_leader_desc;The description of the leader of the society.;;;;;;;;;;;;;x
#Name of the ranks
orphic_society_rank_1_female;Initiate;;;;;;;;;;;;;x
orphic_society_rank_2_female;Adept;;;;;;;;;;;;;x
orphic_society_rank_3_female;Master;;;;;;;;;;;;;x
orphic_society_rank_4_female;High Priestess;;;;;;;;;;;;;x
orphic_society_rank_1_male;Initiate;;;;;;;;;;;;;x
orphic_society_rank_2_male;Adept;;;;;;;;;;;;;x
orphic_society_rank_3_male;Master;;;;;;;;;;;;;x
orphic_society_rank_4_male;High Priest;;;;;;;;;;;;;x
#Name of the currency
orphic_society_currency;Faith;;;;;;;;;;;;;x
#Rank up button name
request_to_rank_up_within_orphic_society;Request to rank up.;;;;;;;;;;;;;x
#For tooltip that require being a member
IS_orphic_society_TRIGGER;Is a member of the Orphic Society.;;;;;;;;;;;;;x

#Name of the decision
orphic_society_power_1;Trade Orphic Points for gold!;;;;;;;;;;;;;x
#Tooltip of the decision
orphic_society_power_1_desc;Trade Orphic Points for gold, the description.;;;;;;;;;;;;;x
#Tooltip of the decision in the society menu
orphic_society_power_1_power_desc;Trade Orphic Points for gold, the power description.;;;;;;;;;;;;;x
 
#This event is for joining
EVTDESC_ORPHICSOC_102;You want to join my glorious society?;;;;;;;;;;;;;x
EVTOPTA_ORPHICSOC_102;Yes sir.;;;;;;;;;;;;;x
EVTOPTB_ORPHICSOC_102;I'm not so sure anymore.;;;;;;;;;;;;;x

#This event is for rank up
EVTDESC_ORPHICSOC_122;Greetings [Root.GetSocietyRank] [Root.GetFirstName],\nYou can rank up. [Root.Society.GetName].\n\nSigned,\n[From.GetSocietyRank] [From.GetFirstName];;;;;;;;;;;;;x
EVTOPTA_EVTDESC_ORPHICSOC_122_122;Great.;;;;;;;;;;;;;x

#Name for a quest
quest_Orphic_quest_1;Press the button;;;;;;;;;;;;;x
#Name for a quest if there is no quest target
quest_Orphic_quest_1_fallback;Press the button;;;;;;;;;;;;;x
quest_Orphic_quest_1_desc;Press the button and gain gold!;;;;;;;;;;;;;x
quest_Orphic_quest_1_tooltip;Press the button in the intrige menu.;;;;;;;;;;;;;x

#Start Quest event
EVTDESC_ORPHICSOC_141;You want a quest?;;;;;;;;;;;;;x

#End Quest event
EVTDESC_ORPHICSOC_142;You want to complete or fail the quest?;;;;;;;;;;;;;x
EVTOPTA_ORPHICSOC_142;Complete it.;;;;;;;;;;;;;x
EVTOPTB_ORPHICSOC_142;Fail it..;;;;;;;;;;;;;x

#End Quest event
EVTDESC_ORPHICSOC_150;Here be the event text.;;;;;;;;;;;;;x
EVTOPTA_ORPHICSOC_150;Choice 1.;;;;;;;;;;;;;x
EVTOPTB_ORPHICSOC_150;Choice 2..;;;;;;;;;;;;;x
